reference,answer type,answer,query
000000,,sql,html5-apps -- html5-apps are basically built using javascript css3 html5 it also has video and audio support 2d 3d graphics using svg and canvas local-storage local @placeholder database and web-applications .
000000,,clockpicker,clockpicker -- it is a clock-style timepicker for bootstrap or jquery https : github.com weareoutman @placeholder .
000000,,encoding,thumb -- a reduced instruction-set for arm processors based on a 16-bit @placeholder instead of 32 bits per instruction in standard mode designed for embedded systems with a small amount of ram .
000000,,sql,mysqlimport -- the mysqlimport client provides a command-line interface for the mysql database to the load-data-infile @placeholder statement .
000000,,many-to-many,has-and-belongs-to-many -- a has-many : through association set up a @placeholder connection with another model .
000000,,database,scriptdb -- scriptdb is a simple console app written in c that uses sql management objects smo to script all the objects in a @placeholder .
000000,,rfc5545,vcalendar -- vcalendar was the preceeding standard prior to icalendar @placeholder which obsoleted rfc2445 .
000000,,geospatial,google-earth-engine -- google s cloud computing platform for @placeholder data-analysis at earthengine.google.org .
000000,,operating-system,windows-ce -- microsoft windows-ce now officially known as windows-embedded compact and previously also known as windows-embedded ce and sometimes abbreviated wince is an @placeholder developed by microsoft for embedded systems .
000000,,model-view-controller,struts2 -- apache struts 2 is an extensible framework based on @placeholder mvc architecture for creating enterprise-ready java web-applications .
000000,,dce,dcevm -- the dynamic code evolution virtual-machine @placeholder vm is a modification of the java hotspot tm vm that allows unlimited redefinition of loaded classes at runtime .
000000,,user,cookies -- an http cookie is a piece of data stored by the @placeholder s web browser .
000000,,apache,mod-deflate -- the mod-deflate is an @placeholder web server module that provides the deflate output filter that allows output from your server to be compressed before being sent to the client over the network .
000000,,php,mlphp -- mlphp is a php api for marklogic that makes it easy to store documents manage document metadata and create sophisticated search queries on a web server running @placeholder version 5.4 or greater .
000000,,javadoc,doclet -- doclet programs work with the @placeholder tool to generate documentation from code written in java .
000000,,netflix,netflix -- the netflix tag refers to questions related to @placeholder api and its use .
000000,,ubuntu,ubuntu-15 .04 -- ubuntu-15 .04 is the latest release of the @placeholder linux distribution .
000000,,javascript,tether -- tether is a comprehensive @placeholder library for anchoring elements to other elements as well as the browser viewport .
000000,,python,odoo-9 -- odoo is a suite of open-source business apps written in @placeholder and released under the agpl license .
000000,,copyright,copyright -- the copyright tag is for issues relating to the creation and or display of @placeholder information .
000000,,datagrid,wijgrid -- the wijmo grid widget wijgrid is a @placeholder that allows users to interactively select edit sort scroll through filter and group data .
000000,,msn,adium -- adium is a free instant messaging application for mac os x that can connect to aim @placeholder jabber yahoo and more .
000000,,server,aida -- aida web is a smalltalk web framework and application @placeholder .
000000,,xml,dita-ot -- questions about the dita open toolkit an open-source reference implementation of transformations from dita @placeholder to various end-user deliverables including html and pdf .
000000,,cursor,qcursor -- the qcursor class provides a mouse @placeholder with an arbitrary shape .
000000,,twitter-bootstrap,angular-ui-bootstrap -- a set of angularjs directives based on @placeholder s markup and css .
